-0.23,-0.00,9.97,-3.93,4.02,2.20

-0.26,0.04,9.99,2.11,-0.80,-2.56

-0.31,0.08,9.89,-1.00,1.46,6.16

-0.35,-0.05,9.66,-1.54,-1.89,-0.15

-0.44,-0.12,10.00,0.96,-0.12,-1.18

-0.24,-0.11,9.98,-3.49,0.19,0.22

-0.34,-0.00,10.00,1.69,0.06,0.40

-0.51,-0.21,10.03,-0.45,3.36,0.34

-0.20,0.00,10.12,2.60,1.35,-0.82

-0.41,-0.21,10.06,-1.66,2.93,1.62

-0.37,-0.15,9.97,2.60,1.65,-1.00

-0.24,-0.04,9.81,-1.79,0.06,2.42

-0.55,-0.31,10.04,0.41,-1.52,-0.33

-0.25,-0.01,10.20,-0.63,-2.07,0.10

-0.34,-0.13,9.84,-1.24,-2.07,0.83

-0.59,-0.36,9.88,1.38,-0.30,-0.94

-0.27,-0.09,9.57,-1.30,-0.36,1.07

-0.30,-0.10,10.14,1.93,-0.06,-0.69

-0.21,-0.17,10.12,-1.85,1.10,0.34

-0.14,-0.05,9.85,3.34,0.86,-1.18

-0.25,-0.15,9.92,-3.01,0.49,0.65

-0.31,-0.21,9.85,-0.20,3.17,0.22

-0.21,-0.14,10.20,1.20,0.67,-1.12

-0.37,-0.08,10.06,2.97,2.02,-1.18

-0.27,-0.06,10.03,7.85,1.89,-0.33

-0.15,0.33,10.43,29.01,3.17,12.60

-1.79,-1.79,10.30,44.31,-11.58,-16.12

-0.12,0.08,10.21,22.12,13.60,-0.27

0.40,1.84,9.64,14.25,-0.79,3.39

0.07,1.08,10.20,12.66,-5.97,1.20

-0.42,0.62,9.85,21.57,1.10,-0.08

0.16,1.56,10.34,20.96,-3.47,2.48

-0.43,1.63,9.14,37.36,6.95,1.68

-0.21,2.56,9.77,41.87,-9.39,12.29

-0.44,2.29,10.73,19.19,-6.58,6.20

0.50,3.06,10.30,26.02,-6.28,-3.68

-0.02,3.02,10.00,34.19,-7.37,9.67

0.01,3.06,9.54,32.36,-7.13,-6.36

0.43,3.58,9.20,21.20,-5.48,5.59

0.34,3.32,9.35,3.34,-10.18,-3.68

0.80,4.12,9.41,4.55,-6.95,2.35

0.43,3.85,8.71,6.69,-3.23,4.00

0.41,3.76,9.40,15.47,-1.22,0.77

0.68,4.80,8.95,13.76,-3.59,5.40

0.48,3.89,9.41,13.09,-4.81,-7.04

0.29,3.83,8.76,7.85,-1.58,1.87

0.75,3.31,10.44,15.10,-17.98,-13.93

0.15,4.13,8.41,7.12,-6.34,-0.51

1.02,4.04,10.94,12.73,-21.46,-8.19

0.95,4.48,8.44,3.03,-12.25,-3.07

0.91,4.55,8.54,16.44,-13.53,-1.73

1.05,4.24,9.89,14.92,-15.73,-3.56

1.26,4.82,8.45,15.96,-15.12,-6.30

1.24,4.91,8.79,3.64,-12.80,-4.41

1.42,5.22,8.36,4.98,-12.19,-11.36

1.40,5.06,8.02,4.01,-10.55,-4.96

1.48,5.26,8.61,6.38,-10.73,-4.11

1.69,5.61,8.74,2.73,-10.36,-6.12

1.62,5.31,7.62,23.58,-12.80,-5.69

1.59,5.49,8.92,26.69,-13.78,-0.82

1.62,5.31,8.32,8.82,-13.78,-8.25

1.92,5.93,7.83,5.35,-12.31,-7.52

2.24,5.74,7.85,1.81,-13.35,-5.63

2.05,5.89,7.81,3.09,-11.40,-5.88

1.86,5.83,7.65,2.85,-9.39,-8.25

2.00,5.92,7.68,4.25,-13.78,-7.28

1.99,6.07,7.73,4.07,-11.15,-5.51

2.32,6.57,7.84,4.37,-12.74,-4.72

2.26,6.03,7.42,2.36,-6.52,-3.86

2.64,6.63,7.72,0.23,-7.44,0.34

2.41,6.01,7.62,-3.31,-3.23,-0.27

2.38,6.11,7.73,-0.93,-0.67,-1.36

2.19,6.20,7.54,-3.01,2.44,1.01

2.24,6.15,7.14,2.73,3.30,0.40

2.36,6.21,7.48,-4.59,3.60,3.33

2.13,5.93,8.06,-1.30,3.60,1.99

2.38,5.94,7.78,-3.62,1.59,0.34

2.27,6.05,7.76,-2.46,3.24,0.40

2.25,6.10,7.45,-3.62,3.05,3.09

2.37,6.21,7.50,-5.93,1.83,6.50

2.60,6.16,7.29,-4.71,7.93,6.50

2.17,1.47,8.09,-36.60,25.55,17.72

2.29,5.91,8.31,-23.25,3.66,7.90

2.72,6.55,9.62,-77.27,-31.83,-6.55

2.04,5.03,8.23,-59.65,7.50,2.60

2.02,4.13,7.93,-32.15,32.99,12.11

2.19,4.20,9.68,-30.08,36.83,12.42

1.62,3.71,9.19,-20.69,29.52,11.87

1.85,3.68,9.85,-25.32,22.38,18.64

1.13,2.75,9.53,-12.58,16.77,14.61

1.38,2.82,9.62,-26.12,-0.36,16.32

1.90,2.78,9.89,-40.44,3.30,8.15

0.91,2.46,8.59,-37.58,16.89,5.40

1.51,2.27,9.14,-33.55,17.14,11.99

0.75,1.05,9.54,-32.52,12.87,8.88

0.82,1.37,9.75,-16.85,10.00,9.92

0.84,1.30,9.47,-6.48,9.58,13.03

0.96,1.25,9.80,-7.15,4.64,12.84

1.00,1.46,9.61,-2.70,14.45,13.57

0.67,0.98,9.61,-5.87,12.44,13.45

0.67,0.90,10.16,-18.62,12.81,2.05

0.69,0.91,9.77,-3.13,11.47,8.70

0.63,0.84,9.74,-11.97,3.60,7.54

1.19,1.79,9.99,-7.88,2.87,18.33

0.92,1.17,9.83,3.88,2.44,14.49

0.52,1.15,10.44,7.66,7.63,14.00

0.23,0.86,10.84,4.01,4.45,11.75

0.43,0.50,10.34,1.69,11.16,6.93

0.20,0.44,9.60,1.14,3.42,6.62

0.50,1.22,10.19,-0.51,8.11,4.25

-0.28,0.81,9.44,3.95,8.97,8.51

0.08,0.58,9.66,5.77,16.41,-0.21

-0.06,1.24,9.92,-3.68,10.67,5.40

-0.31,0.75,10.11,-3.43,14.33,1.26

-0.24,0.93,10.11,-3.31,10.55,-1.06

-0.28,1.03,10.59,-5.45,0.80,2.35

-0.30,0.46,9.51,-3.13,-2.19,-5.15

-0.49,0.49,9.77,-7.15,-13.47,-9.47

-0.28,0.96,10.70,-3.07,12.93,1.68

-0.42,0.75,10.23,-2.34,-0.55,-0.88

-0.62,0.58,9.84,-0.20,2.20,-2.46

-0.46,0.53,9.28,-0.63,15.74,-11.85

-0.81,0.50,10.78,-2.76,3.24,-3.19

-0.44,0.52,10.06,9.13,-5.61,-4.41

-0.51,0.60,9.59,6.87,-3.96,-5.51

-2.45,-1.60,9.64,16.32,-1.09,-18.01

-0.48,0.99,9.34,2.36,2.02,-1.43

-0.29,0.99,10.17,-0.08,3.66,2.60

-0.50,0.67,9.89,-0.93,0.06,-1.06

-0.36,0.78,9.94,-0.87,-0.67,0.22

-0.51,0.90,10.08,2.85,-0.30,-1.00

-0.57,0.76,9.85,-0.38,2.87,-0.33

-0.48,1.03,10.05,2.48,-2.19,-1.55

-0.61,0.81,10.09,0.04,3.11,2.17

-0.55,0.95,10.23,1.87,-0.85,-1.55

-0.70,0.61,9.35,-1.42,2.63,-1.97

-0.59,0.87,10.23,-2.21,-2.01,2.42

-0.53,1.17,10.13,-1.42,-2.80,3.09

-0.50,0.77,10.80,-2.95,5.13,1.14

-0.54,0.82,10.22,-9.96,-2.25,0.46

-0.47,0.67,10.07,-1.79,-6.70,-1.36

-0.39,1.06,10.29,-4.65,-11.58,1.07

-0.16,0.84,10.06,1.26,-2.44,1.07

-0.45,0.59,10.10,0.29,-20.85,2.17

-0.10,0.73,9.67,1.63,-14.69,-0.51

0.07,0.66,9.44,3.46,-15.79,1.20

0.29,0.93,9.89,6.75,-1.52,-2.40

0.15,0.35,9.74,1.38,1.59,6.20

0.75,1.17,10.47,-2.64,-14.08,6.81

0.06,0.90,9.85,-0.57,-4.02,7.17

0.88,0.81,9.96,-0.02,-10.06,-1.00

0.59,1.04,10.15,1.14,-9.51,-0.51

0.67,1.07,9.89,-3.92,-10.06,-4.23

0.71,1.01,9.41,-3.25,-3.78,-1.00

0.78,1.11,9.89,1.02,9.27,-4.90

0.54,0.60,9.98,-8.01,10.80,6.62

0.49,0.67,10.29,-3.98,2.44,-3.62

0.60,0.68,10.33,-4.35,-4.81,-3.99

0.41,0.57,9.88,7.12,-0.73,-6.85

0.48,0.46,9.77,4.37,-0.97,-7.58

0.27,0.45,9.44,-0.38,-6.95,-7.83

0.85,0.59,9.92,-3.80,-7.25,-3.01

0.93,0.63,9.93,-1.66,-9.51,-6.55

0.93,0.52,9.55,-1.36,-3.59,-1.97

1.03,0.74,9.37,-2.70,-5.30,1.62

0.85,0.43,9.81,-0.93,-5.55,-0.94

0.97,0.45,10.21,-4.29,-4.20,0.16

1.11,0.38,10.24,2.97,-2.56,-1.06

0.99,0.18,9.71,-0.99,-2.92,-1.43

1.71,0.78,9.81,2.05,-1.28,1.01

1.16,0.59,9.64,0.90,0.98,0.95

1.37,0.70,10.34,-0.14,2.69,3.45

1.10,0.55,10.01,0.16,-3.47,1.81

1.26,0.49,10.07,3.21,-2.25,4.73

1.17,0.71,10.09,2.85,-2.50,-1.36

1.19,0.62,10.00,2.97,-1.76,5.59

1.28,0.59,9.84,-0.20,-18.17,-0.39

1.07,0.68,9.43,9.19,-0.61,9.18

1.78,1.20,9.91,9.74,-13.90,25.77

2.02,1.35,10.85,13.15,-8.35,30.40

2.24,1.12,8.60,19.25,16.71,47.54

1.63,0.64,9.84,11.93,-0.61,49.98

2.13,1.50,10.16,16.81,3.30,36.14

2.20,1.47,10.06,-3.07,-18.04,47.96

1.63,1.03,9.88,24.19,-12.25,41.68

1.97,1.04,9.09,-4.53,5.06,37.05

3.29,1.67,10.17,-7.27,3.78,26.74

2.12,1.68,6.78,-25.38,-36.34,52.66

2.83,0.67,9.66,-14.59,-4.57,40.16

1.32,-0.68,9.32,11.14,24.64,23.03

2.54,1.01,9.86,-19.29,19.58,35.83

2.85,0.62,11.32,-6.97,7.38,37.90

1.75,0.15,9.81,-3.92,11.95,48.03

2.33,-0.23,9.79,-4.71,-17.37,53.63

2.21,-0.74,9.73,-5.51,9.94,45.53

1.96,-0.56,9.60,16.20,-0.30,40.28

1.91,-0.37,9.99,9.31,13.84,35.04

2.67,-0.15,9.55,22.24,-6.46,42.84

2.28,0.00,10.50,14.80,-6.28,28.94

2.13,-0.18,9.25,8.52,-11.95,26.56

1.92,-0.42,9.64,7.54,-0.91,25.28

2.46,-0.14,9.61,-5.81,-1.22,21.38

2.32,-0.06,9.85,3.21,14.94,24.73

2.15,-0.29,9.32,1.32,13.97,14.49

2.43,0.19,9.69,-2.76,10.55,14.92

1.23,-0.92,8.80,-2.34,7.08,2.96

2.05,0.43,10.49,-3.37,14.21,2.42

1.63,-0.36,9.92,3.46,14.64,-0.39

1.51,-0.14,10.72,-1.42,0.43,6.87

1.65,-0.40,10.29,-1.36,1.89,2.54

1.42,-0.17,10.09,-2.52,5.80,-2.95

1.74,0.06,9.70,1.57,3.60,-0.21

1.52,-0.24,9.64,2.42,7.02,-5.15

1.77,0.25,10.48,-1.85,7.69,2.78

1.59,-0.11,10.17,-0.14,-1.34,-0.94

1.47,0.00,10.03,-2.52,0.92,0.10

1.56,-0.17,9.85,-1.18,2.75,-0.69

1.38,-0.33,9.08,-6.30,14.94,-11.49

1.41,0.19,9.64,-5.75,20.92,-5.51

0.59,-1.63,9.50,-1.66,25.61,-15.82

0.58,-0.75,9.72,2.05,43.60,-0.08

0.42,0.05,9.89,-0.69,28.48,-11.06

0.12,-0.18,10.00,2.18,33.66,-4.96

-0.01,-0.46,10.79,5.23,-1.95,-8.99

-0.29,-0.24,10.14,-0.20,11.35,-3.38

-0.36,-0.11,9.39,0.47,-7.31,1.14

-0.27,0.15,9.64,-0.99,-2.01,2.84

-0.14,-1.01,9.42,-3.55,8.72,-5.69

0.02,0.25,10.10,1.20,-2.62,1.99

-0.15,-0.45,10.47,14.37,0.98,-1.91

-0.22,0.38,10.31,6.57,7.93,-1.00

-0.53,-0.21,9.62,6.38,8.97,-3.86

-0.33,0.35,10.15,-0.75,10.61,2.90

-0.37,0.38,9.93,19.86,5.06,-6.00

-0.47,0.11,9.76,8.15,11.28,0.53

-0.95,0.76,9.86,49.68,-1.95,-24.54

-0.06,1.40,10.41,45.29,8.85,-11.24

-0.53,1.91,10.37,63.03,-25.91,-12.95

-0.23,2.11,9.83,62.30,-23.90,-19.72

-0.98,2.16,9.23,56.02,-32.92,-31.43

-0.15,3.05,9.11,39.92,-18.96,-20.08

0.68,4.38,10.46,74.68,-47.37,-53.44

-0.53,3.00,8.86,31.75,-33.53,-34.84

1.14,5.63,9.64,36.20,-36.64,-29.23

-0.12,4.19,8.46,45.10,-29.26,-35.45

1.93,6.50,9.37,6.08,-19.69,-12.52

0.36,4.75,8.58,29.25,-30.61,-24.60

1.07,5.78,8.09,9.49,-21.34,-12.64

0.74,5.01,7.80,40.35,-43.35,-19.47

1.22,5.65,7.57,15.96,-16.40,-12.95

1.42,6.02,8.26,33.58,-36.34,-18.56

0.70,5.78,7.22,33.40,-26.22,-20.94

2.78,7.80,8.48,32.42,-44.26,-29.60

1.14,6.21,6.37,43.58,-30.42,-23.56

2.39,7.33,7.39,19.43,-37.43,-22.89

1.87,6.94,7.05,38.52,-31.46,-21.61

2.01,7.59,5.85,16.99,-30.06,-14.05

2.33,7.74,6.10,27.42,-44.08,-24.66

2.40,8.08,5.29,30.77,-34.87,-13.07

